,content,name
Autohaus FÃ¼rst GmbH,"{""brand"": ""Toyota"", ""brand:wikidata"": ""Q53268"", ""brand:wikipedia"": ""en:Toyota"", ""name"": ""Autohaus F\u00c3\u00bcrst GmbH"", ""service"": ""car_repair"", ""service:vehicle:car_repair"": ""yes"", ""shop"": ""car"", ""website"": ""https://www.toyota-fuerst.at/"", ""address"": ""Gewerbepark 13, 7502 Unterwart, Austria""}",Autohaus FÃ¼rst GmbH
Lexus Service Unterwart,"{""brand"": ""Lexus"", ""name"": ""Lexus Service Unterwart"", ""service:vehicle:car_repair"": ""yes"", ""shop"": ""car_repair"", ""website"": ""https://www.lexus.at/"", ""address"": ""Autohaus F\u00fcrst GmbH, Gewerbepark 13, Unterwart, Burgenland 7502, Austria""}",Lexus Service Unterwart
Lexus Service Wolfsberg,"{""brand"": ""Lexus"", ""name"": ""Lexus Service Wolfsberg"", ""shop"": ""car_repair"", ""address"": ""Auenfischerstra\u00dfe 40, 9400 Wolfsberg, Austria""}",Lexus Service Wolfsberg
Ressler KFZ-Technik GmbH,"{""addr:city"": ""St. Peter am Kammersberg"", ""addr:housenumber"": ""84"", ""addr:postcode"": ""8842"", ""addr:street"": ""Peterdorf"", ""name"": ""Ressler KFZ-Technik GmbH"", ""opening_hours"": ""Mo-Fr 08:00-12:00 & 13:00-16:30"", ""opening_hours:covid19"": ""open"", ""operator"": ""Harald Ressler"", ""payment:cash"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:maestro"": ""yes"", ""payment:mastercard"": ""yes"", ""payment:visa"": ""yes"", ""phone"": ""0664/4219515"", ""service:vehicle:air_conditioning"": ""yes"", ""service:vehicle:alignment"": ""yes"", ""service:vehicle:batteries"": ""yes"", ""service:vehicle:brakes"": ""yes"", ""service:vehicle:car_parts"": ""yes"", ""service:vehicle:car_repair"": ""yes"", ""service:vehicle:diagnostics"": ""yes"", ""service:vehicle:electrical"": ""yes"", ""service:vehicle:glass"": ""yes"", ""service:vehicle:inspection"": ""yes"", ""service:vehicle:oil_change"": ""yes"", ""service:vehicle:wheels"": ""yes"", ""shop"": ""car_repair"", ""start_date"": ""2005-01-02"", ""website"": ""www.resslerkfz.at"", ""wheelchair"": ""yes"", ""address"": ""Peterdorf 84, 8842 St. Peter am Kammersberg, Austria""}",Ressler KFZ-Technik GmbH
KFZ Gruber,"{""addr:city"": ""Eggersdorf bei Graz"", ""addr:housenumber"": ""35"", ""addr:postcode"": ""8062"", ""addr:street"": ""Harterstra\u00c3\u0178e"", ""name"": ""KFZ Gruber"", ""phone"": ""+43 664 5143070"", ""shop"": ""car_repair"", ""address"": ""Harter Stra\u00dfe 35, 8062 Eggersdorf bei Graz, Austria""}",KFZ Gruber
KFZ Zehentmayr,"{""addr:city"": ""Trieben"", ""addr:housenumber"": ""23"", ""addr:postcode"": ""8784"", ""addr:street"": ""Schoberpa\u00c3\u0178 Bundesstra\u00c3\u0178e"", ""name"": ""KFZ Zehentmayr"", ""shop"": ""car_repair"", ""address"": ""Schoberpa\u00df Bundesstra\u00dfe 23, 8784 Trieben, Austria""}",KFZ Zehentmayr
CarCeramic,"{""addr:city"": ""Wies"", ""addr:housenumber"": ""269"", ""addr:place"": ""Steyeregg"", ""addr:postcode"": ""8551"", ""name"": ""CarCeramic"", ""operator"": ""Andreas Lambauer"", ""phone"": ""+436601437878"", ""shop"": ""car_repair"", ""website"": ""https://www.carceramic.at/"", ""address"": ""Sportplatzweg, 8551 Wies, Austria""}",CarCeramic
Bosch Car Service,"{""addr:city"": ""Bad Blumau"", ""addr:housenumber"": ""36"", ""addr:postcode"": ""8283"", ""addr:street"": ""Lindegg"", ""brand"": ""Bosch Car Service"", ""brand:wikidata"": ""Q234021"", ""name"": ""Bosch Car Service"", ""opening_hours"": ""Mo-Fr 08:00-16:45"", ""operator"": ""Deimel KFZ-Technik"", ""payment:cash"": ""yes"", ""payment:mastercard"": ""yes"", ""payment:visa"": ""yes"", ""phone"": ""+4333857076"", ""service:vehicle:air_conditioning"": ""yes"", ""service:vehicle:batteries"": ""yes"", ""service:vehicle:brakes"": ""yes"", ""service:vehicle:car_parts"": ""yes"", ""service:vehicle:car_repair"": ""yes"", ""service:vehicle:diagnostics"": ""yes"", ""service:vehicle:electrical"": ""yes"", ""service:vehicle:glass"": ""yes"", ""service:vehicle:inspection"": ""yes"", ""service:vehicle:muffler"": ""yes"", ""service:vehicle:oil_change"": ""yes"", ""service:vehicle:repairs"": ""yes"", ""service:vehicle:wheels"": ""yes"", ""shop"": ""car_repair"", ""website"": ""https://deimel-kfz.at"", ""address"": ""Lindeggerstra\u00dfe, 8283 Bad Blumau, Austria""}",Bosch Car Service
Reparaturwerkstatt Estiria,"{""addr:housenumber"": ""24"", ""addr:street"": ""R\u00c3\u00b6sselm\u00c3\u00bchlgasse 24"", ""description"": ""Reparaturwerkstatt f\u00c3\u00bcr Elektronik,Elektrik,'Mechanik"", ""email"": ""repair@estiria.eu"", ""name"": ""Reparaturwerkstatt Estiria"", ""opening_hours"": ""Mo-Sa 08:00-12:00,16:00-20:00"", ""payment:cash"": ""yes"", ""phone"": ""+43 670 600 10 20"", ""shop"": ""repair"", ""website"": ""https://estiria.eu"", ""address"": ""R\u00f6sselm\u00fchlgasse 24 24, 8020 Graz, Austria""}",Reparaturwerkstatt Estiria
Schmied - KFZ,"{""addr:city"": ""Ragnitz"", ""addr:country"": ""AT"", ""addr:housenumber"": ""52"", ""addr:place"": ""Haslach an der Stiefing"", ""addr:postcode"": ""8413"", ""contact:phone"": ""+43 3183 7200"", ""name"": ""Schmied - KFZ"", ""shop"": ""car_repair"", ""website"": ""http://www.schmiedkfz.at/"", ""address"": ""Stiefingtalstra\u00dfe 52, 8413 Ragnitz, Austria""}",Schmied - KFZ
HÃ–DL - KFZ-Spenglerei- Lackiererei,"{""contact:phone"": ""+43 3183 209 50"", ""name"": ""H\u00c3\u2013DL - KFZ-Spenglerei- Lackiererei"", ""shop"": ""car_repair"", ""website"": ""http://www.lackiererei-hoedl.at/"", ""address"": ""Badendorferstra\u00dfe 80, 8413 Ragnitz, Austria""}",HÃ–DL - KFZ-Spenglerei- Lackiererei
Zumugg,"{""addr:city"": ""Graz"", ""addr:housenumber"": ""81"", ""addr:postcode"": ""8020"", ""addr:street"": ""Lazarettg\u00c3\u00bcrtel"", ""craft"": ""electronics_repair"", ""name"": ""Zumugg"", ""phone"": ""+433167721200"", ""address"": ""Lazarettg\u00fcrtel 81, 8020 Graz, Austria""}",Zumugg
Å koda Marichhofer,"{""addr:city"": ""Kapfenberg"", ""addr:country"": ""AT"", ""addr:housenumber"": ""78b"", ""addr:postcode"": ""8605"", ""addr:street"": ""Grazer Stra\u00c3\u0178e"", ""brand"": ""\u00c5\u00a0koda"", ""brand:wikidata"": ""Q29637"", ""brand:wikipedia"": ""en:\u00c5\u00a0koda Auto"", ""name"": ""\u00c5\u00a0koda Marichhofer"", ""opening_hours"": ""Mo-Th 08:00-12:00,12:30-17:00; Fr 08:00-12:00"", ""shop"": ""car_repair"", ""website"": ""https://www.marichhofer.at"", ""address"": ""Grazer Stra\u00dfe 78b, 8605 Kapfenberg, Austria""}",Å koda Marichhofer
KFZ Wiesler,"{""name"": ""KFZ Wiesler"", ""service"": ""parts;repair;tyres"", ""shop"": ""car_repair"", ""address"": ""Sinzingergasse 2, 8350 Fehring, Austria""}",KFZ Wiesler
Autospenglerei Sirk,"{""addr:city"": ""Graz"", ""addr:country"": ""AT"", ""addr:postcode"": ""8020"", ""contact:mobile"": ""+43 664 3021 610"", ""name"": ""Autospenglerei Sirk"", ""shop"": ""car_repair"", ""address"": ""S\u00fcdbahnstra\u00dfe 53, 8020 Graz, Austria""}",Autospenglerei Sirk
Blechstubm,"{""addr:city"": ""Graz"", ""addr:country"": ""AT"", ""addr:housenumber"": ""18"", ""addr:postcode"": ""8010"", ""addr:street"": ""Draisgasse"", ""email"": ""kontakt@blechstubm.at"", ""name"": ""Blechstubm"", ""opening_hours"": ""Mo-Fr 08:00-17:00"", ""phone"": ""+43 664 63 44 736"", ""shop"": ""car_repair"", ""website"": ""https://blechstubm.at/"", ""address"": ""Draisgasse 18, 8010 Graz, Austria""}",Blechstubm
KFZ-Technik Bosnjak,"{""addr:city"": ""Graz"", ""addr:country"": ""AT"", ""addr:housenumber"": ""452"", ""addr:postcode"": ""8055"", ""addr:street"": ""Alte Poststra\u00c3\u0178e"", ""name"": ""KFZ-Technik Bosnjak"", ""opening_hours"": ""Mo-Th 08:00-17:00; Fr 08:00-12:00"", ""phone"": ""+43 676 477 65 62"", ""shop"": ""car_repair"", ""website"": ""https://kfz-bosnjak.eu/"", ""address"": ""Alte Poststra\u00dfe 461, 8055 Graz, Austria""}",KFZ-Technik Bosnjak
Wallner Cranetec Gmbh,"{""addr:city"": ""Klagenfurt am W\u00c3\u00b6rthersee"", ""addr:housenumber"": ""5"", ""addr:postcode"": ""9020"", ""addr:street"": ""Klatteweg"", ""name"": ""Wallner Cranetec Gmbh"", ""phone"": ""00436645662602"", ""shop"": ""car_repair"", ""website"": ""www.cranetec.at"", ""address"": ""Klatteweg 5, 9020 Klagenfurt am W\u00f6rthersee, Austria""}",Wallner Cranetec Gmbh
Slanar,"{""brand"": ""Eurorepair"", ""contact:phone"": ""+43 2666 52424"", ""name"": ""Slanar"", ""opening_hours"": ""Mo-Fr 05:30-19:00; Sa 06:00-07:00; PH,Su 07:00-19:00"", ""operator"": ""Slanar GmbH"", ""shop"": ""car_repair"", ""address"": ""Hauptstra\u00dfe 92, 2651 Reichenau an der Rax, Austria""}",Slanar
KFZ-Weitzer,"{""contact:phone"": ""+43 3142 234 440"", ""name"": ""KFZ-Weitzer"", ""shop"": ""car_repair"", ""address"": ""Oberdorfer Stra\u00dfe 27, 8572 B\u00e4rnbach, Austria""}",KFZ-Weitzer
Pietschnig Automotive,"{""name"": ""Pietschnig Automotive"", ""shop"": ""car_repair"", ""address"": ""Unteraigen 8, 9431 St. Andr\u00e4, Austria""}",Pietschnig Automotive
Schuh Service,"{""addr:housenumber"": ""6"", ""addr:street"": ""Paulitschgasse"", ""check_date"": ""2023-04-10"", ""level"": ""0"", ""name"": ""Schuh Service"", ""shop"": ""shoe_repair"", ""address"": ""10.-Oktober-Stra\u00dfe 26, 9020 Klagenfurt am W\u00f6rthersee, Austria""}",Schuh Service
